# columns:
# cstat, diff, n_index, index, n_norm, norm 
 547.93 7.6625 46 1.8640 10 0.00098000
 548.56 8.3011 47 1.8730 10 0.00098000
 549.23 8.9647 48 1.8820 10 0.00098000
 549.92 9.6534 49 1.8910 10 0.00098000
 550.63 10.367 50 1.9000 10 0.00098000
 550.17 9.9104 50 1.9000 11 0.00098800
 549.47 9.2049 49 1.8910 11 0.00098800
 548.79 8.5245 48 1.8820 11 0.00098800
 548.13 7.8693 47 1.8730 11 0.00098800
 547.50 7.2395 46 1.8640 11 0.00098800
 546.90 6.6353 45 1.8550 11 0.00098800
 546.32 6.0568 44 1.8460 11 0.00098800
 545.77 5.5042 43 1.8370 11 0.00098800
 545.24 4.9777 42 1.8280 11 0.00098800
 544.74 4.4776 41 1.8190 11 0.00098800
 544.27 4.0046 40 1.8100 11 0.00098800
 543.82 3.5589 39 1.8010 11 0.00098800
 543.40 3.1407 38 1.7920 11 0.00098800
 543.01 2.7502 37 1.7830 11 0.00098800
 542.65 2.3876 36 1.7740 11 0.00098800
 542.32 2.0531 35 1.7650 11 0.00098800
 542.01 1.7470 34 1.7560 11 0.00098800
 541.73 1.4694 33 1.7470 11 0.00098800
 541.48 1.2206 32 1.7380 11 0.00098800
 541.26 1.0008 31 1.7290 11 0.00098800
 541.07 0.81031 30 1.7200 11 0.00098800
 540.91 0.64928 29 1.7110 11 0.00098800
 540.78 0.51800 28 1.7020 11 0.00098800
 540.68 0.41669 27 1.6930 11 0.00098800
 540.61 0.34562 26 1.6840 11 0.00098800
 540.57 0.30504 25 1.6750 11 0.00098800
 540.56 0.29520 24 1.6660 11 0.00098800
 540.58 0.31637 23 1.6570 11 0.00098800
 540.63 0.36883 22 1.6480 11 0.00098800
 540.72 0.45283 21 1.6390 11 0.00098800
 540.83 0.56866 20 1.6300 11 0.00098800
 540.98 0.71659 19 1.6210 11 0.00098800
 541.16 0.89692 18 1.6120 11 0.00098800
 541.37 1.1099 17 1.6030 11 0.00098800
 541.62 1.3559 16 1.5940 11 0.00098800
 541.90 1.6352 15 1.5850 11 0.00098800
 542.21 1.9480 14 1.5760 11 0.00098800
 542.56 2.2948 13 1.5670 11 0.00098800
 542.94 2.6757 12 1.5580 11 0.00098800
 543.36 3.0912 11 1.5490 11 0.00098800
 543.81 3.5415 10 1.5400 11 0.00098800
 544.29 4.0270 9 1.5310 11 0.00098800
 544.81 4.5480 8 1.5220 11 0.00098800
 545.37 5.1049 7 1.5130 11 0.00098800
 545.96 5.6979 6 1.5040 11 0.00098800
 546.59 6.3275 5 1.4950 11 0.00098800
 547.26 6.9941 4 1.4860 11 0.00098800
 547.96 7.6978 3 1.4770 11 0.00098800
 548.70 8.4392 2 1.4680 11 0.00098800
 549.48 9.2186 1 1.4590 11 0.00098800
 550.30 10.036 0 1.4500 11 0.00098800
 550.60 10.340 0 1.4500 12 0.00099600
 549.76 9.5007 1 1.4590 12 0.00099600
 548.96 8.7003 2 1.4680 12 0.00099600
 548.20 7.9383 3 1.4770 12 0.00099600
 547.48 7.2143 4 1.4860 12 0.00099600
 546.79 6.5278 5 1.4950 12 0.00099600
 546.14 5.8786 6 1.5040 12 0.00099600
 545.53 5.2662 7 1.5130 12 0.00099600
 544.95 4.6903 8 1.5220 12 0.00099600
 544.41 4.1505 9 1.5310 12 0.00099600
 543.91 3.6466 10 1.5400 12 0.00099600
 543.44 3.1781 11 1.5490 12 0.00099600
 543.01 2.7448 12 1.5580 12 0.00099600
 542.61 2.3463 13 1.5670 12 0.00099600
 542.25 1.9823 14 1.5760 12 0.00099600
 541.92 1.6524 15 1.5850 12 0.00099600
 541.62 1.3565 16 1.5940 12 0.00099600
 541.36 1.0941 17 1.6030 12 0.00099600
 541.13 0.86490 18 1.6120 12 0.00099600
 540.93 0.66871 19 1.6210 12 0.00099600
 540.77 0.50518 20 1.6300 12 0.00099600
 540.64 0.37403 21 1.6390 12 0.00099600
 540.54 0.27498 22 1.6480 12 0.00099600
 540.47 0.20774 23 1.6570 12 0.00099600
 540.44 0.17205 24 1.6660 12 0.00099600
 540.43 0.16763 25 1.6750 12 0.00099600
 540.46 0.19421 26 1.6840 12 0.00099600
 540.52 0.25154 27 1.6930 12 0.00099600
 540.60 0.33936 28 1.7020 12 0.00099600
 540.72 0.45742 29 1.7110 12 0.00099600
 540.87 0.60547 30 1.7200 12 0.00099600
 541.05 0.78325 31 1.7290 12 0.00099600
 541.25 0.99054 32 1.7380 12 0.00099600
 541.49 1.2271 33 1.7470 12 0.00099600
 541.76 1.4927 34 1.7560 12 0.00099600
 542.05 1.7871 35 1.7650 12 0.00099600
 542.37 2.1101 36 1.7740 12 0.00099600
 542.73 2.4614 37 1.7830 12 0.00099600
 543.10 2.8409 38 1.7920 12 0.00099600
 543.51 3.2483 39 1.8010 12 0.00099600
 543.95 3.6834 40 1.8100 12 0.00099600
 544.41 4.1461 41 1.8190 12 0.00099600
 544.90 4.6360 42 1.8280 12 0.00099600
 545.42 5.1529 43 1.8370 12 0.00099600
 545.96 5.6962 44 1.8460 12 0.00099600
 546.53 6.2655 45 1.8550 12 0.00099600
 547.12 6.8608 46 1.8640 12 0.00099600
 547.75 7.4819 47 1.8730 12 0.00099600
 548.39 8.1286 48 1.8820 12 0.00099600
 549.06 8.8007 49 1.8910 12 0.00099600
 549.76 9.4981 50 1.9000 12 0.00099600
 549.39 9.1295 50 1.9000 13 0.0010040
 548.70 8.4401 49 1.8910 13 0.0010040
 548.04 7.7763 48 1.8820 13 0.0010040
 547.40 7.1381 47 1.8730 13 0.0010040
 546.79 6.5257 46 1.8640 13 0.0010040
 546.20 5.9394 45 1.8550 13 0.0010040
 545.64 5.3792 44 1.8460 13 0.0010040
 545.11 4.8453 43 1.8370 13 0.0010040
 544.60 4.3382 42 1.8280 13 0.0010040
 544.12 3.8583 41 1.8190 13 0.0010040
 543.67 3.4060 40 1.8100 13 0.0010040
 543.25 2.9814 39 1.8010 13 0.0010040
 542.85 2.5848 38 1.7920 13 0.0010040
 542.48 2.2164 37 1.7830 13 0.0010040
 542.14 1.8763 36 1.7740 13 0.0010040
 541.83 1.5648 35 1.7650 13 0.0010040
 541.55 1.2822 34 1.7560 13 0.0010040
 541.29 1.0286 33 1.7470 13 0.0010040
 541.07 0.80426 32 1.7380 13 0.0010040
 540.87 0.60945 31 1.7290 13 0.0010040
 540.71 0.44439 30 1.7200 13 0.0010040
 540.57 0.30933 29 1.7110 13 0.0010040
 540.47 0.20450 28 1.7020 13 0.0010040
 540.39 0.13016 27 1.6930 13 0.0010040
 540.35 0.086574 26 1.6840 13 0.0010040
 540.34 0.073987 25 1.6750 13 0.0010040
 540.36 0.092667 24 1.6660 13 0.0010040
 540.41 0.14288 23 1.6570 13 0.0010040
 540.49 0.22490 22 1.6480 13 0.0010040
 540.60 0.33901 21 1.6390 13 0.0010040
 540.75 0.48548 20 1.6300 13 0.0010040
 540.93 0.66460 19 1.6210 13 0.0010040
 541.14 0.87666 18 1.6120 13 0.0010040
 541.39 1.1220 17 1.6030 13 0.0010040
 541.66 1.4008 16 1.5940 13 0.0010040
 541.98 1.7135 15 1.5850 13 0.0010040
 542.32 2.0603 14 1.5760 13 0.0010040
 542.71 2.4416 13 1.5670 13 0.0010040
 543.12 2.8576 12 1.5580 13 0.0010040
 543.57 3.3088 11 1.5490 13 0.0010040
 544.06 3.7954 10 1.5400 13 0.0010040
 544.58 4.3178 9 1.5310 13 0.0010040
 545.14 4.8763 8 1.5220 13 0.0010040
 545.74 5.4712 7 1.5130 13 0.0010040
 546.37 6.1030 6 1.5040 13 0.0010040
 547.04 6.7719 5 1.4950 13 0.0010040
 547.74 7.4783 4 1.4860 13 0.0010040
 548.49 8.2226 3 1.4770 13 0.0010040
 549.27 9.0052 2 1.4680 13 0.0010040
 550.09 9.8265 1 1.4590 13 0.0010040
 550.95 10.687 0 1.4500 13 0.0010040
 551.34 11.077 0 1.4500 14 0.0010120
 550.46 10.195 1 1.4590 14 0.0010120
 549.62 9.3532 2 1.4680 14 0.0010120
 548.81 8.5500 3 1.4770 14 0.0010120
 548.05 7.7854 4 1.4860 14 0.0010120
 547.32 7.0590 5 1.4950 14 0.0010120
 546.63 6.3704 6 1.5040 14 0.0010120
 545.98 5.7193 7 1.5130 14 0.0010120
 545.37 5.1054 8 1.5220 14 0.0010120
 544.79 4.5281 9 1.5310 14 0.0010120
 544.25 3.9873 10 1.5400 14 0.0010120
 543.75 3.4826 11 1.5490 14 0.0010120
 543.28 3.0135 12 1.5580 14 0.0010120
 542.84 2.5799 13 1.5670 14 0.0010120
 542.45 2.1814 14 1.5760 14 0.0010120
 542.08 1.8176 15 1.5850 14 0.0010120
 541.75 1.4882 16 1.5940 14 0.0010120
 541.46 1.1929 17 1.6030 14 0.0010120
 541.20 0.93150 18 1.6120 14 0.0010120
 540.97 0.70357 19 1.6210 14 0.0010120
 540.77 0.50886 20 1.6300 14 0.0010120
 540.61 0.34707 21 1.6390 14 0.0010120
 540.48 0.21791 22 1.6480 14 0.0010120
 540.38 0.12110 23 1.6570 14 0.0010120
 540.32 0.056365 24 1.6660 14 0.0010120
 540.29 0.023426 25 1.6750 14 0.0010120
 540.29 0.022014 26 1.6840 14 0.0010120
 540.32 0.051864 27 1.6930 14 0.0010120
 540.38 0.11271 28 1.7020 14 0.0010120
 540.47 0.20431 29 1.7110 14 0.0010120
 540.59 0.32639 30 1.7200 14 0.0010120
 540.74 0.47872 31 1.7290 14 0.0010120
 540.92 0.66105 32 1.7380 14 0.0010120
 541.14 0.87313 33 1.7470 14 0.0010120
 541.38 1.1147 34 1.7560 14 0.0010120
 541.65 1.3856 35 1.7650 14 0.0010120
 541.95 1.6856 36 1.7740 14 0.0010120
 542.28 2.0144 37 1.7830 14 0.0010120
 542.64 2.3718 38 1.7920 14 0.0010120
 543.02 2.7576 39 1.8010 14 0.0010120
 543.44 3.1716 40 1.8100 14 0.0010120
 543.88 3.6136 41 1.8190 14 0.0010120
 544.35 4.0833 42 1.8280 14 0.0010120
 544.84 4.5807 43 1.8370 14 0.0010120
 545.37 5.1051 44 1.8460 14 0.0010120
 545.92 5.6562 45 1.8550 14 0.0010120
 546.50 6.2336 46 1.8640 14 0.0010120
 547.10 6.8373 47 1.8730 14 0.0010120
 547.73 7.4669 48 1.8820 14 0.0010120
 548.39 8.1225 49 1.8910 14 0.0010120
 549.07 8.8037 50 1.9000 14 0.0010120
 548.78 8.5203 50 1.9000 15 0.0010200
 548.11 7.8471 49 1.8910 15 0.0010200
 547.46 7.1998 48 1.8820 15 0.0010200
 546.84 6.5787 47 1.8730 15 0.0010200
 546.25 5.9837 46 1.8640 15 0.0010200
 545.68 5.4152 45 1.8550 15 0.0010200
 545.14 4.8733 44 1.8460 15 0.0010200
 544.62 4.3584 43 1.8370 15 0.0010200
 544.13 3.8709 42 1.8280 15 0.0010200
 543.68 3.4113 41 1.8190 15 0.0010200
 543.24 2.9796 40 1.8100 15 0.0010200
 542.84 2.5762 39 1.8010 15 0.0010200
 542.47 2.2012 38 1.7920 15 0.0010200
 542.12 1.8548 37 1.7830 15 0.0010200
 541.80 1.5373 36 1.7740 15 0.0010200
 541.51 1.2488 35 1.7650 15 0.0010200
 541.25 0.98970 34 1.7560 15 0.0010200
 541.02 0.76009 33 1.7470 15 0.0010200
 540.82 0.56024 32 1.7380 15 0.0010200
 540.65 0.39040 31 1.7290 15 0.0010200
 540.51 0.25080 30 1.7200 15 0.0010200
 540.41 0.14170 29 1.7110 15 0.0010200
 540.33 0.063333 28 1.7020 15 0.0010200
 540.28 0.015969 27 1.6930 15 0.0010200
 540.26 -0.00013970 26 1.6840 15 0.0010200
 540.28 0.015272 25 1.6750 15 0.0010200
 540.33 0.062470 24 1.6660 15 0.0010200
 540.41 0.14173 23 1.6570 15 0.0010200
 540.52 0.25332 22 1.6480 15 0.0010200
 540.66 0.39753 21 1.6390 15 0.0010200
 540.84 0.57464 20 1.6300 15 0.0010200
 541.05 0.78495 19 1.6210 15 0.0010200
 541.29 1.0287 18 1.6120 15 0.0010200
 541.57 1.3063 17 1.6030 15 0.0010200
 541.88 1.6180 16 1.5940 15 0.0010200
 542.23 1.9641 15 1.5850 15 0.0010200
 542.61 2.3449 14 1.5760 15 0.0010200
 543.02 2.7607 13 1.5670 15 0.0010200
 543.48 3.2119 12 1.5580 15 0.0010200
 543.96 3.6987 11 1.5490 15 0.0010200
 544.49 4.2216 10 1.5400 15 0.0010200
 545.04 4.7809 9 1.5310 15 0.0010200
 545.64 5.3769 8 1.5220 15 0.0010200
 546.27 6.0099 7 1.5130 15 0.0010200
 546.94 6.6803 6 1.5040 15 0.0010200
 547.65 7.3886 5 1.4950 15 0.0010200
 548.40 8.1349 4 1.4860 15 0.0010200
 549.18 8.9198 3 1.4770 15 0.0010200
 550.01 9.7436 2 1.4680 15 0.0010200
 550.87 10.607 1 1.4590 15 0.0010200
 551.77 11.509 0 1.4500 15 0.0010200
 552.25 11.984 0 1.4500 16 0.0010280
 551.32 11.060 1 1.4590 16 0.0010280
 550.44 10.176 2 1.4680 16 0.0010280
 549.60 9.3314 3 1.4770 16 0.0010280
 548.79 8.5262 4 1.4860 16 0.0010280
 548.02 7.7599 5 1.4950 16 0.0010280
 547.30 7.0320 6 1.5040 16 0.0010280
 546.61 6.3422 7 1.5130 16 0.0010280
 545.95 5.6901 8 1.5220 16 0.0010280
 545.34 5.0754 9 1.5310 16 0.0010280
 544.76 4.4977 10 1.5400 16 0.0010280
 544.22 3.9567 11 1.5490 16 0.0010280
 543.72 3.4519 12 1.5580 16 0.0010280
 543.25 2.9832 13 1.5670 16 0.0010280
 542.81 2.5501 14 1.5760 16 0.0010280
 542.42 2.1523 15 1.5850 16 0.0010280
 542.05 1.7896 16 1.5940 16 0.0010280
 541.73 1.4615 17 1.6030 16 0.0010280
 541.43 1.1677 18 1.6120 16 0.0010280
 541.17 0.90808 19 1.6210 16 0.0010280
 540.95 0.68218 20 1.6300 16 0.0010280
 540.75 0.48975 21 1.6390 16 0.0010280
 540.59 0.33048 22 1.6480 16 0.0010280
 540.47 0.20410 23 1.6570 16 0.0010280
 540.37 0.11032 24 1.6660 16 0.0010280
 540.31 0.048865 25 1.6750 16 0.0010280
 540.28 0.019454 26 1.6840 16 0.0010280
 540.29 0.021820 27 1.6930 16 0.0010280
 540.32 0.055698 28 1.7020 16 0.0010280
 540.38 0.12083 29 1.7110 16 0.0010280
 540.48 0.21695 30 1.7200 16 0.0010280
 540.61 0.34382 31 1.7290 16 0.0010280
 540.76 0.50118 32 1.7380 16 0.0010280
 540.95 0.68879 33 1.7470 16 0.0010280
 541.17 0.90641 34 1.7560 16 0.0010280
 541.42 1.1538 35 1.7650 16 0.0010280
 541.69 1.4307 36 1.7740 16 0.0010280
 542.00 1.7370 37 1.7830 16 0.0010280
 542.34 2.0723 38 1.7920 16 0.0010280
 542.70 2.4365 39 1.8010 16 0.0010280
 543.09 2.8294 40 1.8100 16 0.0010280
 543.51 3.2507 41 1.8190 16 0.0010280
 543.96 3.7002 42 1.8280 16 0.0010280
 544.44 4.1778 43 1.8370 16 0.0010280
 544.95 4.6832 44 1.8460 16 0.0010280
 545.48 5.2159 45 1.8550 16 0.0010280
 546.04 5.7755 46 1.8640 16 0.0010280
 546.63 6.3617 47 1.8730 16 0.0010280
 547.24 6.9744 48 1.8820 16 0.0010280
 547.88 7.6133 49 1.8910 16 0.0010280
 548.54 8.2784 50 1.9000 16 0.0010280
 548.34 8.0775 50 1.9000 17 0.0010360
 547.68 7.4205 49 1.8910 17 0.0010360
 547.05 6.7898 48 1.8820 17 0.0010360
 546.45 6.1857 47 1.8730 17 0.0010360
 545.87 5.6082 46 1.8640 17 0.0010360
 545.32 5.0576 45 1.8550 17 0.0010360
 544.80 4.5341 44 1.8460 17 0.0010360
 544.30 4.0383 43 1.8370 17 0.0010360
 543.83 3.5706 42 1.8280 17 0.0010360
 543.40 3.1312 41 1.8190 17 0.0010360
 542.98 2.7203 40 1.8100 17 0.0010360
 542.60 2.3380 39 1.8010 17 0.0010360
 542.25 1.9846 38 1.7920 17 0.0010360
 541.92 1.6603 37 1.7830 17 0.0010360
 541.63 1.3653 36 1.7740 17 0.0010360
 541.36 1.0999 35 1.7650 17 0.0010360
 541.13 0.86421 34 1.7560 17 0.0010360
 540.92 0.65859 33 1.7470 17 0.0010360
 540.75 0.48322 32 1.7380 17 0.0010360
 540.60 0.33834 31 1.7290 17 0.0010360
 540.49 0.22421 30 1.7200 17 0.0010360
 540.40 0.14106 29 1.7110 17 0.0010360
 540.35 0.089167 28 1.7020 17 0.0010360
 540.33 0.068776 27 1.6930 17 0.0010360
 540.34 0.080152 26 1.6840 17 0.0010360
 540.39 0.12356 25 1.6750 17 0.0010360
 540.46 0.19928 24 1.6660 17 0.0010360
 540.57 0.30759 23 1.6570 17 0.0010360
 540.71 0.44875 22 1.6480 17 0.0010360
 540.89 0.62307 21 1.6390 17 0.0010360
 541.09 0.83083 20 1.6300 17 0.0010360
 541.34 1.0723 19 1.6210 17 0.0010360
 541.61 1.3478 18 1.6120 17 0.0010360
 541.92 1.6577 17 1.6030 17 0.0010360
 542.27 2.0022 16 1.5940 17 0.0010360
 542.65 2.3817 15 1.5850 17 0.0010360
 543.06 2.7965 14 1.5760 17 0.0010360
 543.51 3.2468 13 1.5670 17 0.0010360
 544.00 3.7331 12 1.5580 17 0.0010360
 544.52 4.2557 11 1.5490 17 0.0010360
 545.08 4.8149 10 1.5400 17 0.0010360
 545.67 5.4110 9 1.5310 17 0.0010360
 546.31 6.0445 8 1.5220 17 0.0010360
 546.98 6.7156 7 1.5130 17 0.0010360
 547.69 7.4247 6 1.5040 17 0.0010360
 548.44 8.1723 5 1.4950 17 0.0010360
 549.22 8.9586 4 1.4860 17 0.0010360
 550.05 9.7840 3 1.4770 17 0.0010360
 550.91 10.649 2 1.4680 17 0.0010360
 551.82 11.554 1 1.4590 17 0.0010360
 552.76 12.499 0 1.4500 17 0.0010360
 553.32 13.055 0 1.4500 18 0.0010440
 552.35 12.089 1 1.4590 18 0.0010440
 551.43 11.163 2 1.4680 18 0.0010440
 550.54 10.277 3 1.4770 18 0.0010440
 549.70 9.4314 4 1.4860 18 0.0010440
 548.89 8.6252 5 1.4950 18 0.0010440
 548.12 7.8580 6 1.5040 18 0.0010440
 547.39 7.1295 7 1.5130 18 0.0010440
 546.70 6.4393 8 1.5220 18 0.0010440
 546.05 5.7871 9 1.5310 18 0.0010440
 545.44 5.1726 10 1.5400 18 0.0010440
 544.86 4.5952 11 1.5490 18 0.0010440
 544.32 4.0548 12 1.5580 18 0.0010440
 543.81 3.5509 13 1.5670 18 0.0010440
 543.35 3.0833 14 1.5760 18 0.0010440
 542.92 2.6516 15 1.5850 18 0.0010440
 542.52 2.2554 16 1.5940 18 0.0010440
 542.16 1.8944 17 1.6030 18 0.0010440
 541.83 1.5684 18 1.6120 18 0.0010440
 541.54 1.2770 19 1.6210 18 0.0010440
 541.28 1.0199 20 1.6300 18 0.0010440
 541.06 0.79687 21 1.6390 18 0.0010440
 540.87 0.60750 22 1.6480 18 0.0010440
 540.72 0.45155 23 1.6570 18 0.0010440
 540.59 0.32872 24 1.6660 18 0.0010440
 540.50 0.23874 25 1.6750 18 0.0010440
 540.45 0.18133 26 1.6840 18 0.0010440
 540.42 0.15621 27 1.6930 18 0.0010440
 540.43 0.16311 28 1.7020 18 0.0010440
 540.47 0.20177 29 1.7110 18 0.0010440
 540.54 0.27193 30 1.7200 18 0.0010440
 540.64 0.37334 31 1.7290 18 0.0010440
 540.77 0.50573 32 1.7380 18 0.0010440
 540.93 0.66886 33 1.7470 18 0.0010440
 541.13 0.86249 34 1.7560 18 0.0010440
 541.35 1.0864 35 1.7650 18 0.0010440
 541.60 1.3403 36 1.7740 18 0.0010440
 541.89 1.6240 37 1.7830 18 0.0010440
 542.20 1.9373 38 1.7920 18 0.0010440
 542.54 2.2799 39 1.8010 18 0.0010440
 542.92 2.6516 40 1.8100 18 0.0010440
 543.32 3.0522 41 1.8190 18 0.0010440
 543.75 3.4815 42 1.8280 18 0.0010440
 544.20 3.9393 43 1.8370 18 0.0010440
 544.69 4.4254 44 1.8460 18 0.0010440
 545.20 4.9395 45 1.8550 18 0.0010440
 545.75 5.4812 46 1.8640 18 0.0010440
 546.31 6.0500 47 1.8730 18 0.0010440
 546.91 6.6456 48 1.8820 18 0.0010440
 547.53 7.2680 49 1.8910 18 0.0010440
 548.18 7.9170 50 1.9000 18 0.0010440
 548.06 7.7962 50 1.9000 19 0.0010520
 547.42 7.1553 49 1.8910 19 0.0010520
 546.81 6.5412 48 1.8820 19 0.0010520
 546.22 5.9540 47 1.8730 19 0.0010520
 545.66 5.3940 46 1.8640 19 0.0010520
 545.13 4.8613 45 1.8550 19 0.0010520
 544.62 4.3566 44 1.8460 19 0.0010520
 544.14 3.8802 43 1.8370 19 0.0010520
 543.70 3.4322 42 1.8280 19 0.0010520
 543.28 3.0130 41 1.8190 19 0.0010520
 542.89 2.6228 40 1.8100 19 0.0010520
 542.53 2.2616 39 1.8010 19 0.0010520
 542.19 1.9298 38 1.7920 19 0.0010520
 541.89 1.6276 37 1.7830 19 0.0010520
 541.62 1.3552 36 1.7740 19 0.0010520
 541.38 1.1128 35 1.7650 19 0.0010520
 541.16 0.90062 34 1.7560 19 0.0010520
 540.98 0.71899 33 1.7470 19 0.0010520
 540.83 0.56810 32 1.7380 19 0.0010520
 540.71 0.44819 31 1.7290 19 0.0010520
 540.62 0.35952 30 1.7200 19 0.0010520
 540.57 0.30235 29 1.7110 19 0.0010520
 540.54 0.27692 28 1.7020 19 0.0010520
 540.55 0.28350 27 1.6930 19 0.0010520
 540.59 0.32236 26 1.6840 19 0.0010520
 540.66 0.39378 25 1.6750 19 0.0010520
 540.76 0.49802 24 1.6660 19 0.0010520
 540.90 0.63537 23 1.6570 19 0.0010520
 541.07 0.80611 22 1.6480 19 0.0010520
 541.27 1.0105 21 1.6390 19 0.0010520
 541.51 1.2489 20 1.6300 19 0.0010520
 541.79 1.5216 19 1.6210 19 0.0010520
 542.09 1.8289 18 1.6120 19 0.0010520
 542.43 2.1710 17 1.6030 19 0.0010520
 542.81 2.5484 16 1.5940 19 0.0010520
 543.23 2.9613 15 1.5850 19 0.0010520
 543.67 3.4100 14 1.5760 19 0.0010520
 544.16 3.8949 13 1.5670 19 0.0010520
 544.68 4.4163 12 1.5580 19 0.0010520
 545.24 4.9746 11 1.5490 19 0.0010520
 545.83 5.5701 10 1.5400 19 0.0010520
 546.47 6.2031 9 1.5310 19 0.0010520
 547.14 6.8740 8 1.5220 19 0.0010520
 547.85 7.5832 7 1.5130 19 0.0010520
 548.59 8.3311 6 1.5040 19 0.0010520
 549.38 9.1179 5 1.4950 19 0.0010520
 550.21 9.9442 4 1.4860 19 0.0010520
 551.07 10.810 3 1.4770 19 0.0010520
 551.98 11.716 2 1.4680 19 0.0010520
 552.93 12.663 1 1.4590 19 0.0010520
 553.91 13.651 0 1.4500 19 0.0010520
 554.55 14.286 0 1.4500 20 0.0010600
 553.54 13.277 1 1.4590 20 0.0010600
 552.57 12.309 2 1.4680 20 0.0010600
 551.65 11.382 3 1.4770 20 0.0010600
 550.76 10.496 4 1.4860 20 0.0010600
 549.91 9.6500 5 1.4950 20 0.0010600
 549.11 8.8435 6 1.5040 20 0.0010600
 548.34 8.0763 7 1.5130 20 0.0010600
 547.61 7.3480 8 1.5220 20 0.0010600
 546.92 6.6584 9 1.5310 20 0.0010600
 546.27 6.0069 10 1.5400 20 0.0010600
 545.66 5.3933 11 1.5490 20 0.0010600
 545.08 4.8171 12 1.5580 20 0.0010600
 544.54 4.2782 13 1.5670 20 0.0010600
 544.04 3.7760 14 1.5760 20 0.0010600
 543.57 3.3103 15 1.5850 20 0.0010600
 543.14 2.8807 16 1.5940 20 0.0010600
 542.75 2.4869 17 1.6030 20 0.0010600
 542.39 2.1286 18 1.6120 20 0.0010600
 542.07 1.8055 19 1.6210 20 0.0010600
 541.78 1.5172 20 1.6300 20 0.0010600
 541.53 1.2635 21 1.6390 20 0.0010600
 541.31 1.0440 22 1.6480 20 0.0010600
 541.12 0.85846 23 1.6570 20 0.0010600
 540.97 0.70658 24 1.6660 20 0.0010600
 540.85 0.58808 25 1.6750 20 0.0010600
 540.77 0.50267 26 1.6840 20 0.0010600
 540.71 0.45006 27 1.6930 20 0.0010600
 540.69 0.42999 28 1.7020 20 0.0010600
 540.71 0.44218 29 1.7110 20 0.0010600
 540.75 0.48637 30 1.7200 20 0.0010600
 540.83 0.56231 31 1.7290 20 0.0010600
 540.93 0.66973 32 1.7380 20 0.0010600
 541.07 0.80838 33 1.7470 20 0.0010600
 541.24 0.97802 34 1.7560 20 0.0010600
 541.44 1.1784 35 1.7650 20 0.0010600
 541.67 1.4093 36 1.7740 20 0.0010600
 541.93 1.6704 37 1.7830 20 0.0010600
 542.23 1.9616 38 1.7920 20 0.0010600
 542.55 2.2826 39 1.8010 20 0.0010600
 542.90 2.6332 40 1.8100 20 0.0010600
 543.28 3.0131 41 1.8190 20 0.0010600
 543.69 3.4222 42 1.8280 20 0.0010600
 544.12 3.8603 43 1.8370 20 0.0010600
 544.59 4.3270 44 1.8460 20 0.0010600
 545.09 4.8223 45 1.8550 20 0.0010600
 545.61 5.3459 46 1.8640 20 0.0010600
 546.16 5.8972 47 1.8730 20 0.0010600
 546.74 6.4759 48 1.8820 20 0.0010600
 547.35 7.0817 49 1.8910 20 0.0010600
 547.98 7.7145 50 1.9000 20 0.0010600
 547.94 7.6713 50 1.9000 21 0.0010680
 547.31 7.0466 49 1.8910 21 0.0010680
 546.71 6.4491 48 1.8820 21 0.0010680
 546.14 5.8790 47 1.8730 21 0.0010680
 545.60 5.3364 46 1.8640 21 0.0010680
 545.09 4.8220 45 1.8550 21 0.0010680
 544.60 4.3361 44 1.8460 21 0.0010680
 544.14 3.8790 43 1.8370 21 0.0010680
 543.71 3.4509 42 1.8280 21 0.0010680
 543.32 3.0519 41 1.8190 21 0.0010680
 542.95 2.6823 40 1.8100 21 0.0010680
 542.61 2.3423 39 1.8010 21 0.0010680
 542.30 2.0321 38 1.7920 21 0.0010680
 542.02 1.7519 37 1.7830 21 0.0010680
 541.77 1.5021 36 1.7740 21 0.0010680
 541.55 1.2827 35 1.7650 21 0.0010680
 541.36 1.0941 34 1.7560 21 0.0010680
 541.20 0.93644 33 1.7470 21 0.0010680
 541.07 0.81003 32 1.7380 21 0.0010680
 540.98 0.71510 31 1.7290 21 0.0010680
 540.92 0.65190 30 1.7200 21 0.0010680
 540.88 0.62069 29 1.7110 21 0.0010680
 540.89 0.62173 28 1.7020 21 0.0010680
 540.92 0.65529 27 1.6930 21 0.0010680
 540.99 0.72164 26 1.6840 21 0.0010680
 541.08 0.82106 25 1.6750 21 0.0010680
 541.22 0.95383 24 1.6660 21 0.0010680
 541.38 1.1202 23 1.6570 21 0.0010680
 541.58 1.3205 22 1.6480 21 0.0010680
 541.82 1.5551 21 1.6390 21 0.0010680
 542.09 1.8241 20 1.6300 21 0.0010680
 542.39 2.1280 19 1.6210 21 0.0010680
 542.73 2.4670 18 1.6120 21 0.0010680
 543.11 2.8414 17 1.6030 21 0.0010680
 543.52 3.2516 16 1.5940 21 0.0010680
 543.96 3.6979 15 1.5850 21 0.0010680
 544.44 4.1806 14 1.5760 21 0.0010680
 544.96 4.7001 13 1.5670 21 0.0010680
 545.52 5.2566 12 1.5580 21 0.0010680
 546.11 5.8506 11 1.5490 21 0.0010680
 546.75 6.4824 10 1.5400 21 0.0010680
 547.42 7.1523 9 1.5310 21 0.0010680
 548.12 7.8607 8 1.5220 21 0.0010680
 548.87 8.6080 7 1.5130 21 0.0010680
